YP_002302326.1,ABG78037.1,97.899,238,5,0,1,238,229,466,0.0,529,98.74
YP_002302326.1,ANC98519.1,97.899,238,5,0,1,238,168,405,1.57e-180,510,98.74
YP_002302326.1,ABF13214.1,97.899,238,5,0,1,238,124,361,1.67e-180,508,98.74
YP_002302326.1,ABG78036.1,97.899,238,5,0,1,238,119,356,6.61e-179,504,98.74
YP_002302326.1,AFP67887.1,98.319,238,4,0,1,238,238,475,5.38e-178,506,99.16
YP_002302326.1,AAT34984.1,98.319,238,4,0,1,238,237,474,5.49e-178,506,99.16
YP_002302326.1,CAK02784.1,99.580,238,1,0,1,238,56,293,5.85e-178,499,100.00
YP_002302326.1,ABF13213.1,97.899,238,5,0,1,238,98,335,1.19e-177,500,98.74
YP_002302326.1,AAB51348.1,100.000,238,0,0,1,238,10,247,2.95e-177,495,100.00
YP_002302326.1,WP_012569506.1,100.000,238,0,0,1,238,1,238,7.26e-177,494,100.00
YP_002302326.1,ABF13215.1,97.899,238,5,0,1,238,95,332,7.45e-177,498,98.74
YP_002302326.1,AAG34521.1,100.000,238,0,0,1,238,1,238,8.26e-177,495,100.00
YP_002302326.1,ACO90416.1,99.160,238,2,0,1,238,1,238,1.30e-176,494,99.58
YP_002302326.1,ABN41558.1,99.160,238,2,0,1,238,1,238,1.94e-176,494,99.58
YP_002302326.1,AAX07425.1,99.580,238,1,0,1,238,1,238,1.98e-176,493,99.58
YP_002302326.1,ANC98518.1,97.899,238,5,0,1,238,117,354,2.31e-176,498,98.74
YP_002302326.1,BAJ22064.1,98.739,238,3,0,1,238,29,266,2.44e-176,494,99.58
YP_002302326.1,CAK02786.1,99.580,238,1,0,1,238,2,239,2.55e-176,493,100.00
YP_002302326.1,ADF80258.1,99.160,238,2,0,1,238,1,238,3.63e-176,493,99.58
YP_002302326.1,AHE38523.1,98.739,238,3,0,1,238,35,272,3.70e-176,494,99.58
YP_002302326.1,WP_006462513.1,99.580,238,1,0,1,238,1,238,4.02e-176,492,99.58
YP_002302326.1,AAB51347.1,99.160,238,2,0,1,238,10,247,4.11e-176,493,99.58
YP_002302326.1,AHE38509.1,98.739,238,3,0,1,238,2,239,4.93e-176,495,99.58
YP_002302326.1,AAW55663.1,99.160,238,2,0,1,238,24,261,5.08e-176,494,99.58
YP_002302326.1,CAH64885.1,99.160,238,2,0,1,238,1,238,5.27e-176,492,99.58
YP_002302326.1,CAH64887.1,99.160,238,2,0,1,238,1,238,5.27e-176,492,99.58
YP_002302326.1,ACS28253.1,99.160,238,2,0,1,238,1,238,5.61e-176,492,99.58
YP_002302326.1,ABF18931.1,98.739,238,3,0,1,238,1,238,6.47e-176,493,99.16
YP_002302326.1,WP_008832113.1,99.160,238,2,0,1,238,1,238,6.66e-176,492,99.58
YP_002302326.1,CAH64884.1,99.160,238,2,0,1,238,1,238,7.25e-176,492,99.58
YP_002302326.1,P42212.1,99.160,238,2,0,1,238,1,238,7.35e-176,491,99.58
YP_002302326.1,AYV99742.1,98.319,238,4,0,1,238,137,374,7.42e-176,497,99.16
YP_002302326.1,CAH64886.1,99.160,238,2,0,1,238,1,238,7.58e-176,492,99.58
YP_002302326.1,AUG68261.1,98.319,238,4,0,1,238,2,239,7.64e-176,498,99.16
YP_002302326.1,BBG75473.1,98.739,238,3,0,1,238,59,296,8.88e-176,494,99.58
YP_002302326.1,WP_077638175.1,99.580,238,1,0,1,238,1,238,1.01e-175,491,99.58
YP_002302326.1,AAL17988.1,99.160,238,2,0,1,238,1,238,1.23e-175,491,99.58
YP_002302326.1,AYV99744.1,98.319,238,4,0,1,238,82,319,1.33e-175,494,99.16
YP_002302326.1,ABF74528.1,99.160,238,2,0,1,238,1,238,1.75e-175,491,99.58
YP_002302326.1,AHK23744.1,99.156,237,2,0,2,238,179,415,2.05e-175,498,99.58
YP_002302326.1,AAD55053.1,98.739,238,3,0,1,238,1,238,2.06e-175,490,99.16
YP_002302326.1,BAF90739.1,99.160,238,2,0,1,238,1,238,2.41e-175,490,99.58
YP_002302326.1,BBG75461.1,98.739,238,3,0,1,238,32,269,2.65e-175,491,99.58
YP_002302326.1,AAS76482.1,98.739,238,3,0,1,238,17,254,2.82e-175,491,99.58
YP_002302326.1,AGB07472.1,99.156,237,2,0,2,238,66,302,3.27e-175,493,99.58
YP_002302326.1,AFR24683.1,99.160,238,2,0,1,238,1,238,3.68e-175,490,99.58
YP_002302326.1,AAC78774.1,98.739,238,3,0,1,238,1,238,3.69e-175,490,99.58
YP_002302326.1,AHK23745.1,99.156,237,2,0,2,238,193,429,3.73e-175,497,99.58
YP_002302326.1,AAF06117.1,98.739,238,3,0,1,238,1,238,3.98e-175,489,99.58
YP_002302326.1,ADZ04469.1,98.739,238,3,0,1,238,23,260,4.38e-175,491,99.58
YP_002302326.1,BBG75465.1,98.739,238,3,0,1,238,11,248,4.46e-175,490,99.58
YP_002302326.1,BBG75469.1,98.739,238,3,0,1,238,2,239,4.66e-175,489,99.58
YP_002302326.1,ABP96788.1,98.739,238,3,0,1,238,14,251,6.05e-175,490,99.58
YP_002302326.1,ASM41183.1,99.156,237,2,0,1,237,1,237,6.07e-175,490,99.58
YP_002302326.1,AAG26343.1,98.319,238,4,0,1,238,118,355,6.15e-175,494,99.16
YP_002302326.1,ANE31668.1,99.580,238,1,0,1,238,341,578,6.16e-175,502,99.58
YP_002302326.1,AOC59748.1,98.739,238,3,0,1,238,2,239,6.20e-175,489,99.58
YP_002302326.1,ANC98517.1,97.899,238,5,0,1,238,96,333,6.27e-175,493,98.74
YP_002302326.1,AAA69550.1,98.319,238,4,0,1,238,1,238,6.30e-175,490,99.16
YP_002302326.1,ABD16410.1,98.739,238,3,0,1,238,153,390,6.68e-175,495,99.58
YP_002302326.1,AAG49427.1,97.899,238,5,0,1,238,2,239,6.74e-175,491,98.74
YP_002302326.1,QAA95701.1,98.739,238,3,0,1,238,1,238,6.90e-175,489,99.58
YP_002302326.1,ABE28521.1,97.899,238,5,0,1,238,98,335,7.28e-175,493,98.74
YP_002302326.1,ATE80660.1,98.739,238,3,0,1,238,6,243,7.34e-175,489,99.16
YP_002302326.1,AHA91198.1,98.739,238,3,0,1,238,187,424,7.39e-175,497,99.58
YP_002302326.1,AWC67560.1,98.739,238,3,0,1,238,1,238,8.13e-175,489,99.58
YP_002302326.1,AAB92477.1,98.739,238,3,0,1,238,2,239,8.25e-175,489,99.58
YP_002302326.1,ABU48522.1,98.739,238,3,0,1,238,1,238,8.50e-175,489,99.16
YP_002302326.1,ANE31672.1,99.580,238,1,0,1,238,343,580,8.83e-175,502,99.58
YP_002302326.1,AAG00930.2,99.156,237,2,0,2,238,14,250,9.76e-175,490,99.58
YP_002302326.1,ABD16415.1,98.739,238,3,0,1,238,2,239,1.02e-174,489,99.58
YP_002302326.1,AAT02644.1,98.739,238,3,0,1,238,1,238,1.05e-174,489,99.58
YP_002302326.1,AEG42342.1,98.739,238,3,0,1,238,156,393,1.09e-174,495,99.58
YP_002302326.1,BAF47670.1,98.319,238,4,0,1,238,1,238,1.16e-174,488,99.58
YP_002302326.1,ABN80068.1,97.899,238,5,0,1,238,2,239,1.16e-174,490,98.74
YP_002302326.1,AAG34036.1,98.739,238,3,0,1,238,1,238,1.21e-174,488,99.58
YP_002302326.1,ABX65302.1,98.739,238,3,0,1,238,1,238,1.22e-174,488,99.16
YP_002302326.1,AAL37040.1,99.156,237,2,0,2,238,3,239,1.27e-174,488,99.58
YP_002302326.1,AGB07478.1,99.156,237,2,0,2,238,87,323,1.29e-174,492,99.58
YP_002302326.1,ACY56286.1,98.319,238,4,0,1,238,1,238,1.39e-174,488,99.16
YP_002302326.1,AUZ17080.1,98.734,237,3,0,2,238,11,247,1.39e-174,489,99.58
YP_002302326.1,AZQ25072.1,98.739,238,3,0,1,238,10,247,1.42e-174,490,99.16
YP_002302326.1,AAA27722.1,97.479,238,6,0,1,238,1,238,1.49e-174,488,99.58
YP_002302326.1,AAA79306.1,98.319,238,4,0,1,238,1,238,1.51e-174,489,99.16
YP_002302326.1,AAB47853.1,98.319,238,4,0,1,238,22,259,1.63e-174,489,99.16
YP_002302326.1,ADW65650.2,98.739,238,3,0,1,238,1,238,1.67e-174,489,99.16
YP_002302326.1,ACI04262.1,98.739,238,3,0,1,238,1,238,1.79e-174,488,99.16
YP_002302326.1,AAG29470.1,98.319,238,4,0,1,238,1,238,1.80e-174,489,99.16
