YP_002302326.1,ANC98519.1,97.899,238,5,0,1,238,168,405,1.57e-180,510,98.74
YP_002302326.1,AFP67887.1,98.319,238,4,0,1,238,238,475,5.37e-178,506,99.16
YP_002302326.1,AAT34984.1,98.319,238,4,0,1,238,237,474,5.48e-178,506,99.16
YP_002302326.1,WP_012569506.1,100.000,238,0,0,1,238,1,238,7.24e-177,494,100.00
YP_002302326.1,AAG34521.1,100.000,238,0,0,1,238,1,238,8.24e-177,495,100.00
YP_002302326.1,ABN41558.1,99.160,238,2,0,1,238,1,238,1.93e-176,494,99.58
YP_002302326.1,AAX07425.1,99.580,238,1,0,1,238,1,238,1.98e-176,493,99.58
YP_002302326.1,ANC98518.1,97.899,238,5,0,1,238,117,354,2.31e-176,498,98.74
YP_002302326.1,BAJ22064.1,98.739,238,3,0,1,238,29,266,2.43e-176,494,99.58
YP_002302326.1,ADF80258.1,99.160,238,2,0,1,238,1,238,3.62e-176,493,99.58
YP_002302326.1,AHE38523.1,98.739,238,3,0,1,238,35,272,3.69e-176,494,99.58
YP_002302326.1,WP_006462513.1,99.580,238,1,0,1,238,1,238,4.01e-176,492,99.58
YP_002302326.1,AHE38509.1,98.739,238,3,0,1,238,2,239,4.92e-176,495,99.58
YP_002302326.1,AAW55663.1,99.160,238,2,0,1,238,24,261,5.07e-176,494,99.58
YP_002302326.1,CAH64885.1,99.160,238,2,0,1,238,1,238,5.26e-176,492,99.58
YP_002302326.1,CAH64887.1,99.160,238,2,0,1,238,1,238,5.26e-176,492,99.58
YP_002302326.1,ACS28253.1,99.160,238,2,0,1,238,1,238,5.60e-176,492,99.58
YP_002302326.1,WP_008832113.1,99.160,238,2,0,1,238,1,238,6.65e-176,492,99.58
YP_002302326.1,CAH64884.1,99.160,238,2,0,1,238,1,238,7.23e-176,492,99.58
YP_002302326.1,P42212.1,99.160,238,2,0,1,238,1,238,7.34e-176,491,99.58
YP_002302326.1,CAH64886.1,99.160,238,2,0,1,238,1,238,7.56e-176,492,99.58
YP_002302326.1,AUG68261.1,98.319,238,4,0,1,238,2,239,7.63e-176,498,99.16
YP_002302326.1,BBG75473.1,98.739,238,3,0,1,238,59,296,8.86e-176,494,99.58
YP_002302326.1,WP_077638175.1,99.580,238,1,0,1,238,1,238,1.01e-175,491,99.58
YP_002302326.1,BAB72232.1,99.160,238,2,0,1,238,1,238,1.23e-175,491,99.58
YP_002302326.1,CAH64883.1,99.160,238,2,0,1,238,1,238,1.75e-175,491,99.58
YP_002302326.1,AHK23744.1,99.156,237,2,0,2,238,179,415,2.04e-175,498,99.58
YP_002302326.1,AAD55053.1,98.739,238,3,0,1,238,1,238,2.06e-175,490,99.16
YP_002302326.1,BAF90739.1,99.160,238,2,0,1,238,1,238,2.40e-175,490,99.58
YP_002302326.1,BBG75461.1,98.739,238,3,0,1,238,32,269,2.64e-175,491,99.58
YP_002302326.1,AAS76482.1,98.739,238,3,0,1,238,17,254,2.81e-175,491,99.58
YP_002302326.1,AFR24683.1,99.160,238,2,0,1,238,1,238,3.67e-175,490,99.58
YP_002302326.1,AAC78774.1,98.739,238,3,0,1,238,1,238,3.68e-175,490,99.58
YP_002302326.1,AHK23745.1,99.156,237,2,0,2,238,193,429,3.73e-175,497,99.58
